ocr_confidence,doc_confidence,doc_completeness,face_similarity,liveness_score,forensic_tamper_score,fraud_graph_score,fraud_tabular_score,label
0.9038787504896849,0.9940248732023158,0.9726158391824877,0.9500776402436605,0.9987952209297125,0.9496086764976385,0.16049674688467466,0.01419947052068058,0
0.970908325843133,0.9925155549950961,0.9536333560185923,0.8178333804799874,0.9034939812117548,0.9340481795026538,0.031760073239526634,0.08762207997116861,0
0.5095131625240674,0.8424172967843937,0.8595436915784188,0.9620780423807072,0.9368769347209774,0.31616115025160463,0.09905414545560057,0.034659807550133495,1
0.964192198823626,0.9900934738701269,0.9760113694322397,0.9646254915020118,0.9901698119325056,0.9211662696982384,0.09098614725616011,0.03744792717263561,0
0.9409712646035069,0.9445114188928821,0.9644231189583945,0.8282726065106619,0.991487941621396,0.9199531056078106,0.13591896267053424,0.014940073955204636,0
0.9945220087875801,0.9307984833786109,0.961653705207568,0.9809199649087865,0.9212635755428352,0.9253272283316649,0.09874297620187965,0.0445508767541455,0
0.9253192733241609,0.9849762893677297,0.9719776449286793,0.9524949185698932,0.9422022240602062,0.9655043830896878,0.014505290368772905,0.028951436632145867,0
0.8992035888063163,0.9244230561092379,0.9887257460155962,0.8504333668219511,0.9743193971074966,0.9860445405882993,0.09704076668643667,0.0637518400421198,0
0.982960946087218,0.9235806052501322,0.9766936525029468,0.9730452946808674,0.9243950743736598,0.9848797974486552,0.07335249501144066,0.0054927992713043605,0
0.9610559368971777,0.9657637632317538,0.9814712936144105,0.8800321998350359,0.9305130136091316,0.9253949600500952,0.1240351326131341,0.0041088194536845314,0
0.9933908226949827,0.9934033012021221,0.9579991233930965,0.9357544319767188,0.9683673938402749,0.9702556564461882,0.15139108444531965,0.0857737270549414,0
0.9729185265141975,0.9130435510094157,0.9671306832871784,0.8987858963398998,0.951895697496393,0.9591724792055922,0.18453764276634094,0.026464372476347576,0
0.9200284311952228,0.9992907588767899,0.9885085045328035,0.9617939822374797,0.95773095486975,0.9897073215238484,0.053971562618614716,0.023184519854023512,0
0.8920041591468315,0.9685057499690043,0.9735514114890383,0.8528167505980353,0.9857426107000288,0.9929135487218994,0.11225371672989498,0.04819492370536976,0
0.9284385277514509,0.9557086812179498,0.9538154493731322,0.9566443988705159,0.9174372169525464,0.9565671930988325,0.07741601050789045,0.02173640358499056,0
0.8648585725070784,0.9737964985202215,0.97228163819041,0.8029440130461079,0.9755716196252144,0.9945740962692929,0.08070121619006516,0.005017170008240402,0
0.9666810921464326,0.9208919966323489,0.9901131468596589,0.9846536141966871,0.9020158179987724,0.9354465981864005,0.12277515128367596,0.020195548953186496,0
0.8309190508924891,0.6035100580444712,0.8601376444086114,0.8081940031346185,0.9355457918199686,0.2635854550731009,0.04420826323556369,0.15257747396981944,1
0.9264237281374591,0.9184077876666165,0.9806503036280849,0.9858825692778067,0.9490842456056676,0.9380942913030575,0.0071220536464461585,0.045711693076580885,0
0.7572390364465114,0.9777438809372745,0.850753016432521,0.9584232762913621,0.8767174780948633,0.9728549820768289,0.7743076929828364,0.7093657348110278,1
0.9915617145516669,0.9847336929043478,0.9916346384356253,0.9081369327769651,0.9920759048608766,0.9820198547022383,0.0971992255583356,0.07140533934902409,0
0.8644533436848284,0.653265816829637,0.9815655328313645,0.8663360197030266,0.8030735527462417,0.10247736688779821,0.18565703891509466,0.005918403275000195,1
0.5717584276330664,0.7847258608791908,0.8040673142961123,0.9991214521656285,0.9219176227914836,0.9856373372029579,0.8732873892998969,0.853563871018598,1
0.9502800647048915,0.999453044938971,0.9928594361092383,0.9830103304587458,0.9562981221973859,0.9168486904041516,0.1618552260610679,0.033178933736871134,0
0.8552564397498387,0.9291553133701064,0.9545799180166886,0.8663551008122019,0.9277786928022304,0.9634402490197397,0.1895816912077949,0.04440225892427349,0
0.9240269910716361,0.9709899643888491,0.9645676820189347,0.984529923689865,0.9712497872864716,0.9132530629444514,0.1200126765090978,0.035911175282768125,0
0.9141607054038459,0.9300846173072662,0.9588097982546366,0.9438180024089537,0.9064524525666847,0.9078312161157558,0.14432798462478053,0.060550206640242014,0
0.9511635359320254,0.9525122605291683,0.9868796552525051,0.9136303763471033,0.9691122656409461,0.9317617188381989,0.1892088898906049,0.03281006240864133,0
0.9281931577723794,0.9715486912014037,0.951844587445255,0.8821438586345375,0.9908357533500082,0.9116269288517364,0.010647415093359182,0.08606217765978615,0
0.9845434163563334,0.9514873087174957,0.9963779059217555,0.9440540307597871,0.92477675869939,0.9710533409259305,0.09581303574090955,0.09228175100829648,0
0.9407942658467767,0.9364763539865204,0.9547480588498125,0.8133293620733241,0.9768654871373785,0.9341152866678729,0.07735859408000186,0.037994824630706164,0
0.970790842926052,0.9454570603450513,0.979301382961868,0.8176373404866117,0.9204312294252215,0.9575929382777174,0.13676069505894647,0.005519646789238453,0
0.9611046329282779,0.9356849904158504,0.9665422826625003,0.9051330281496437,0.9172207295694436,0.9158789044889986,0.14932632463955842,0.09374752991724825,0
0.9362471423304768,0.9296931543402543,0.9536777379402055,0.8382446414217201,0.9305135568156283,0.985437686197745,0.08909872222371007,0.09318766640329335,0
0.854585451756521,0.9066362647929116,0.9988030117555334,0.9056255713911745,0.9575692879451133,0.9196109271670411,0.1698115367404461,0.04378509191572738,0
0.9952904168871233,0.9871793732884941,0.9984151329546588,0.8706765221715906,0.9817062031927317,0.9650844638059529,0.014468833923308888,0.0008651069461733219,0
0.9818714423803265,0.960675429922227,0.98495658633995,0.9368381976403276,0.9351511549641517,0.97366460581274,0.19149444967618345,0.01401200726155707,0
0.8580658821490151,0.9100241396797002,0.9650089273340549,0.9894127236093777,0.9660266792860452,0.9923891524099631,0.05231424602990509,0.05947618754935764,0
0.9524000679658191,0.9689827205678334,0.9691827774369292,0.9273502975914378,0.9464640280590794,0.9463145547223221,0.019270374870668697,0.029957537505523726,0
0.8885735574683407,0.9134995929631324,0.9908995879432408,0.8990213379744457,0.9330122937603675,0.9674950157921361,0.1392206792143721,0.0473969225361829,0
0.9316689618397461,0.9686464182660645,0.9798054644248702,0.9319914888412806,0.943259875215938,0.9885698683726006,0.15106648228998043,0.0775607603581878,0
0.972501052506304,0.928555626564975,0.9680477457862845,0.8682222908698365,0.9583332958374475,0.9032315523610555,0.022238906413603245,0.09579203481084303,0
0.8942837917337283,0.868696503533215,0.8682288453296827,0.9322691912317254,0.9433051426991041,0.9305333068084987,0.822700877929647,0.8396299098559472,1
0.881247395523161,0.8017735565879698,0.9562700035944626,0.6098207888906613,0.8916071092337192,0.9509545460871283,0.2882509382148615,0.06323679606659131,1
0.9545964901977548,0.9064033447464979,0.9710922851120124,0.9798161790192151,0.9249524244743046,0.9278495279132551,0.1457864013461176,0.017954639748293356,0
0.8867156543494906,0.6185447612762348,0.9493177025316271,0.5717821479763286,0.8327608128982303,0.9141976891869622,0.20235215493205724,0.026572380560967848,1
0.8572061078797579,0.9262628414539484,0.994341533580855,0.8877126831000228,0.9077183023483192,0.9825501623627526,0.16743997414219147,0.030025933350737735,0
0.9681234607645507,0.980410669967678,0.9637085715710021,0.8563151872422039,0.908169314022869,0.9470255939354927,0.0528078486014699,0.008614939381802888,0
0.9856551559247023,0.9055212504280988,0.9503832398356596,0.8231991534269275,0.9848727017346464,0.968523551303784,0.09958657402168812,0.039797699721384854,0
0.9608389077180947,0.9659645254835472,0.9990810936218348,0.8725490745584146,0.986660773636068,0.9316355000450294,0.10304145872739008,0.08887498058102826,0
0.8381156165468036,0.9532372485850404,0.9823300903968704,0.45437294101520287,0.9144772197052357,0.8244609095676351,0.2786706771194738,0.1963915392647163,1
0.9957260305305242,0.9526209869156221,0.9953938763573325,0.8132833224016993,0.9353224176087506,0.9063551429321768,0.06356619030971115,0.08426185533685626,0
0.5921770659396363,0.9893816082650968,0.9234600202613452,0.971212534325367,0.1616128088440972,0.8350213463289888,0.2619262796022494,0.14663950219670746,1
0.9577538878324432,0.9699115891396188,0.9919624978021266,0.8819710351727691,0.9992690382458103,0.9540402612941778,0.1095267755510301,0.008134072718058816,0
0.9103420409634627,0.906696403511072,0.9559194595117221,0.8709077601075905,0.9398878111949799,0.9119006698313284,0.17572438076682403,0.0065643354966779316,0
0.912389909871689,0.9014364679156793,0.9629660309842785,0.8969186227788652,0.9397954428747626,0.9619773078687812,0.13364348651860433,0.07668831190352444,0
0.9595704005854323,0.9088020806065423,0.9983064928000265,0.8187929936709865,0.9381563851461228,0.9534335129686635,0.19744355023876795,0.0538485834995672,0
0.9425116721959385,0.9541780142167765,0.951833890411143,0.8472457422164097,0.9496035140883783,0.9169360837570416,0.09619986835309663,0.06304251400146897,0
0.8526989152401421,0.8682024260764376,0.8121286988946229,0.9322137420799448,0.18529257783171163,0.8379820456808572,0.07853689306483513,0.09172991576292376,1
0.7254691225081187,0.9965768643987138,0.9839960532803692,0.2872105983809462,0.9749987589231239,0.8939695052229032,0.027764245776633945,0.0037849902627776766,1
0.9622259372674985,0.9509511689851012,0.9669784845485679,0.9113793680085024,0.9230029219582685,0.9814963563045799,0.07376233253373912,0.03334074303503415,0
0.5615074207261386,0.8801178354668338,0.9944016366626609,0.9814474313503494,0.9948601555431467,0.9861118776974195,0.7591495458523738,0.7956715391777441,1
0.8768919698639335,0.9596592481680608,0.9500891429722559,0.8043219297156156,0.9976944122176623,0.9141536986529101,0.07223305736746521,0.09839599065897743,0
0.6718576049633925,0.9009110016229198,0.8132705650937464,0.4464744059241874,0.8022423000762113,0.9709906988561203,0.017993811378860036,0.08803217447421917,1
0.8521221516435743,0.927993237406727,0.9802268681059378,0.9844156417314534,0.9520960478414221,0.9205211812369527,0.13263443793158,0.01637644963735854,0
0.6765802964384519,0.8096271082166342,0.8735207595191761,0.9744743254915533,0.30989945676079056,0.8680492344256039,0.05392517517479862,0.18852650298381474,1
0.9221526041740349,0.9015597550250994,0.9812946058889358,0.855682368691905,0.9929108592855991,0.9314380005500187,0.013567249801218173,0.09747397503514271,0
0.8797607993674501,0.950908379387115,0.9746199704429586,0.8112177279318166,0.9400456634836452,0.9031938757106504,0.19582341635776174,0.032175141994515544,0
0.8820525638896273,0.915124141787334,0.9989866212394939,0.9891568458169386,0.933379544195552,0.9027749121529313,0.006998728623033923,0.015086623424198954,0
0.5317592002468655,0.7377220587804184,0.9097027144888025,0.43849438629279713,0.9118317305422027,0.8906060887571938,0.09231764820294726,0.13944504097589902,1
0.6527734012621206,0.704047698480775,0.937465024823847,0.8365830943567881,0.23191153050010546,0.964194149132322,0.2805091626411827,0.0035359122303011193,1
0.8953334348506063,0.9716040404277988,0.9531105817579257,0.9063746793877776,0.9060349635187168,0.9110725527414302,0.18100169035156627,0.03413948801842065,0
0.8632350221560519,0.9284790230768843,0.9884209265341636,0.8143445979006272,0.9595872985105056,0.9034400465840097,0.033553024569378635,0.06703229652373097,0
0.9245933051283047,0.92305356161396,0.9694483437592254,0.829018014961044,0.9294695229821393,0.9825691895909949,0.15434711546537308,0.08041214049874425,0
0.8059250069932373,0.7415592567276761,0.9339696987349392,0.2879395986893561,0.8008703275192417,0.9375636587908878,0.18332709468369743,0.15542567085084055,1
0.905929801245247,0.9465155111429032,0.989617295009249,0.82660687200889,0.9102943456136381,0.9455449376664106,0.12588560239154553,0.06017246308820671,0
0.9529192319140508,0.9372453568965444,0.9545944153068032,0.8233453461637179,0.9621102016546075,0.9950503062006386,0.14111866172283452,0.05442711399356174,0
0.8635282730431613,0.963830417698477,0.9845966959288557,0.8057507379670894,0.9942853507807302,0.9430061688813088,0.015492971868249095,0.01117374884050103,0
0.9779417288887035,0.9553891780621679,0.9743191157047355,0.9071940407518689,0.9649567413861238,0.9271366629407493,0.10600143282313479,0.058175745034123684,0
0.8618931213336797,0.990951833211958,0.9601996569140482,0.9778114812883822,0.9972577363572711,0.9159135026122057,0.14051446092467793,0.06146080987850838,0
0.9809931683749373,0.9238587970613864,0.9961856914099423,0.9547376698357117,0.9234006780688433,0.993965064765826,0.04323834372365903,0.06384096729925638,0
0.8500377279582637,0.9262593719709126,0.9930686390808781,0.8833677581712956,0.9099621713687124,0.9742023846773269,0.09656704604008466,0.09583430420582889,0
0.9667949360377328,0.9081065758340786,0.988836036625993,0.8403655113717394,0.9521632550144062,0.9394467719097136,0.06033677719265749,0.06265096930946795,0
0.9733816736371032,0.9220142729009188,0.9742798118750734,0.9998629895122089,0.9947680199191099,0.9749599348195687,0.153721539684946,0.07793385079160087,0
0.9712708984386018,0.9888517255114089,0.9668468624222982,0.9524282139586551,0.9969974439888228,0.9002977919123256,0.0004416911371147858,0.07725154553952858,0
0.9069346819396883,0.9401735668992207,0.9893646834722865,0.8266336768627632,0.9427185955482487,0.9759523914340071,0.05615226556216995,0.04356856015868321,0
0.8766122191674511,0.9132797386892446,0.9624216702460928,0.874867183426991,0.9737923403711011,0.9168304906150362,0.1344762500133141,0.0497163004042402,0
0.880999549631555,0.9234595551041556,0.9670554503194286,0.8025818347509873,0.9174252133750797,0.9641027889236382,0.00878425576356412,0.011678730085510592,0
0.9695914531807182,0.9043511561553422,0.9724914474820294,0.813773665592564,0.9536123843924686,0.9058606857700937,0.12351119461101717,0.09013003556244645,0
0.7038852722755412,0.9256455968769095,0.9736424260679735,0.8983646452879014,0.5133659841969763,0.8243996530047184,0.24510063800174858,0.1721323033773449,1
0.5806593206285018,0.9717239415130552,0.8747787710372691,0.9956606895620919,0.9311614166045329,0.8247903985481214,0.7442017825936879,0.9636872967714801,1
0.9335145204588775,0.9975317666803287,0.9879157510463219,0.9681172433965615,0.9462436423328462,0.9371123006044988,0.09766468037142212,0.027705292262536742,0
0.9712724256475191,0.9958401656406137,0.9640846291361154,0.984479208254882,0.9964383557573313,0.9150758820298329,0.09750162828300585,0.07014348556970561,0
0.9606217883826864,0.9593188896798757,0.9995467458124239,0.9611412756257678,0.9555061613156859,0.9789006043631319,0.026604618539870575,0.059277079787856395,0
0.8955314653599609,0.9722724222836375,0.9520291193857189,0.8135481059984212,0.9559266256393664,0.9178735336157315,0.07742561853228791,0.09994853252089149,0
0.9949616111067857,0.9565952877683616,0.9696505970968797,0.9998041855394391,0.942924879779502,0.9171743277932431,0.15250677436985505,0.07580338638676418,0
0.908024172400501,0.93568132091366,0.9629460620055144,0.8628208370778264,0.9934182560959259,0.9004916899280737,0.14313954885765176,0.07268814506421736,0
0.9069392910098846,0.9323857719855188,0.972765750889002,0.8598438733824024,0.9473485668506398,0.9537852688718268,0.017013770868762833,0.013384888614690227,0
0.9096588732467585,0.9428662516491793,0.9642168744232124,0.9279057131528684,0.9570601103570169,0.9165170814761198,0.08997172296283636,0.07138416928245829,0
0.8621311331571874,0.9633085330128575,0.9762392093449491,0.8051388600277232,0.9018269514542331,0.975826639240164,0.1478467878889583,0.01662707399502571,0
0.9847760620000144,0.9200771169116476,0.977569506991957,0.9627103084333359,0.9122695955125517,0.9783132911148085,0.1405499148040065,0.006967613784859817,0
0.9194610076772467,0.984577859329433,0.9784350657836727,0.9077025839115399,0.907365995381894,0.9557414397968678,0.09923048362036767,0.08589596710958151,0
0.968901697342216,0.9242871515530353,0.9688332716581838,0.9050476638217221,0.9482080548494999,0.9533419700874824,0.1838365164551706,0.07709318969419732,0
0.9162758178667636,0.9792531346868079,0.9874281980062316,0.8538000827251632,0.9832212069106967,0.9087014123691557,0.08782246637631919,0.015783513988054065,0
0.9298728858065249,0.9174576750772867,0.9833833849351041,0.967768040980282,0.990384504104511,0.9175403913874026,0.03129638164626756,0.08266734338400614,0
0.9301274705113366,0.905571589106196,0.9738523537364627,0.984529597656394,0.9441087697568671,0.9059685410073203,0.06978639146405086,0.027961110189443018,0
0.9220693784667306,0.9348398141017782,0.9642496266116473,0.8846956409717719,0.933070636190684,0.9406896284819826,0.09252349938972167,0.07375566117597558,0
0.8374972658803654,0.9582106591321948,0.9275384096925487,0.9947777219127744,0.8186837817844336,0.13466894034390206,0.2446148890866391,0.1305546533730114,1
0.5825349484926085,0.9130223262946069,0.9502385608425216,0.9736156306460302,0.1519796551563972,0.9007537094595748,0.18823190491993894,0.18497218286139375,1
0.9464327676192607,0.932405045387786,0.9652290887252816,0.8100905437733089,0.9186579708231992,0.9340239953363723,0.04516820527525831,0.038239044256024896,0
0.9281272010449568,0.9923682277601591,0.9764526732616409,0.8331835948110069,0.9559698549272193,0.9766994016327311,0.03171262681229612,0.08906325087602984,0
0.9068732108191291,0.9498464769370858,0.9729740283877654,0.9003290826588938,0.9129174547301602,0.9523145080662601,0.1241111091206034,0.018086568538119196,0
0.8558525838568672,0.9002945639320934,0.9706466932567442,0.871073834707994,0.9038656040818392,0.9459872560975945,0.09256313388205227,0.004271767444716923,0
0.954988633288969,0.9991791380332167,0.9760761431261047,0.9997432667277231,0.915413009635828,0.965165166841687,0.19583275742466,0.09124153410291815,0
0.8934166218228256,0.9864386454157059,0.9540017073717023,0.8216426377596862,0.9874327124847269,0.9392870599184655,0.1711110890551636,0.015480402697833441,0
0.8766339352004435,0.9579077400690631,0.9807906395937919,0.8375531744341728,0.9602843192117165,0.9577869480105736,0.19615142113898157,0.040875021703586215,0
0.9954481744268583,0.9568626933953752,0.9932142258524257,0.9618375157871712,0.9176660906106967,0.9173098844668328,0.12230622000794916,0.08271107429383286,0
0.9400292682659014,0.9468952119765587,0.9583382606092902,0.964096515742729,0.9180138909715114,0.9129312514250516,0.06429322913859466,0.09807017861554199,0
0.6573556151982356,0.8144870418192909,0.9410745061017806,0.9561651825693303,0.5416517899727821,0.9073612056133065,0.10391203303447984,0.03414259469876888,1
0.9120878051499711,0.9961236735196597,0.9609682268164302,0.9135573599786254,0.9338963498945453,0.9808824578389505,0.057441761175880734,0.022241690249683976,0
0.8553015678025734,0.9655034379852571,0.9500469562321109,0.9732199397214074,0.989884538701384,0.9885109839560658,0.10303319979009729,0.08379053877860969,0
0.9240075139479196,0.9559511058080424,0.9617865261954268,0.9501591035806103,0.9513485407635137,0.9843482270032701,0.07621948590361982,0.010305615109103973,0
0.9707407084756607,0.9442104545921697,0.9952306572461365,0.9611400925284366,0.9489928215648578,0.9837248314383868,0.07208913382073871,0.05732751983816581,0
0.9922445196155064,0.9116884066494207,0.9914221843207047,0.9904906317674504,0.9128462638090857,0.9435051009907554,0.047438709382145984,0.017910845054441748,0
0.9497818510567627,0.9359493956842369,0.9883265551435426,0.8584304453956113,0.9862754515538249,0.9625339490187291,0.015225812994090072,0.06639086808896831,0
0.8029807849498363,0.6434244384891311,0.8989586974581822,0.8078787730806527,0.9366213358030212,0.9862303369015595,0.6745344944257966,0.9913519543593473,1
0.8565493364061161,0.9510841995717173,0.972421810695219,0.861249725669344,0.9303731649291068,0.9030186318452197,0.17833481723689715,0.060893814307414355,0
0.6647303737349571,0.9564622150153892,0.942542837807327,0.9519675264508125,0.8511545913885055,0.17944736874540876,0.1466701893142149,0.07048761269393881,1
0.8676930792032314,0.9141559227493357,0.9851351801636706,0.8085044350173669,0.9786891905522214,0.9515333907432667,0.07602273134026463,0.09051168849950696,0
0.8646251594904657,0.9309992170011113,0.98721126118089,0.8003827500991502,0.9406923789215831,0.9783532867137961,0.10686615980798503,0.06760027698759545,0
0.9767835580666812,0.9906910497187102,0.9592146476454718,0.901941008563239,0.9365066518341711,0.9263959642015114,0.06627014527970335,0.06462340771396906,0
0.5612925411985168,0.6167551863469797,0.9410164747367262,0.9348157076385267,0.8729692049965126,0.8938807832520035,0.9574545946374482,0.7201672490661644,1
0.9377569476093383,0.9847784466850407,0.974003726451346,0.8317250647394802,0.9628735651494533,0.9433008056679962,0.09771564586193811,0.011575307003246472,0
0.8715198985892927,0.9236345182345946,0.9706099876223995,0.9182305109393295,0.9258899353680766,0.944403434582264,0.09232034003021344,0.010966473675451206,0
0.9745616042878067,0.9083737518782892,0.9978674922381391,0.9622775378933851,0.9060405001302568,0.9019201242396359,0.1123826342717747,0.08424516084537312,0
0.93744168499944,0.9110417953560389,0.9887439293049665,0.8860453120797184,0.9002020303771384,0.9823584812542958,0.14253141643524025,0.04753341697096505,0
0.7612344717479573,0.7099392387303726,0.8905571431088044,0.8207768683272834,0.9594801855248538,0.24940620607753117,0.2972668020476347,0.06579108055668952,1
0.8543673082349884,0.9141318639410427,0.9646751644493121,0.800482441124231,0.9829079162260572,0.9780157102380989,0.0678986770996159,0.09671252077103906,0
0.9177356754314578,0.9230389389299526,0.9701709944198572,0.9231571926651712,0.9145035647140954,0.9949808871922197,0.08381767681048016,0.06572301570867405,0
0.6244734246297396,0.6353499634295169,0.9320529391095882,0.9008534024503189,0.11283579787829798,0.9190813594544299,0.19367176822230467,0.17106562149874602,1
0.8572282942132524,0.9554460440722732,0.955163714604675,0.9220142664639736,0.9045026561830053,0.9821850436928419,0.03449116732704929,0.08990816871866497,0
0.9646314648334688,0.926475255957832,0.961385867211692,0.9750534809538173,0.9314218460284382,0.9243871834549745,0.1371177159632806,0.02986921388765348,0
0.9842572272559829,0.9884553440565426,0.9752206615748711,0.9288255368284788,0.9068612047505514,0.9627877475741009,0.04805686169151624,0.08304784892429654,0
0.6895183097520362,0.7704921501434165,0.9248315558175799,0.9124587932897941,0.10067254144444901,0.9746844196605915,0.23398988303021523,0.049628696791771114,1
0.9425790933309692,0.9721755181373928,0.967653742178028,0.8546391446835923,0.9021852462828722,0.9030365106065732,0.06689714199291923,0.06984880534625555,0
0.9521989554552087,0.9865939038698883,0.9909806156241161,0.9961213761259746,0.9875749810030617,0.9640003837492722,0.022809918231154414,0.09678170875618436,0
0.7321562799902049,0.8580216543357594,0.9865438228611674,0.9161159590318695,0.9094175442275397,0.39009715636905523,0.28182255942796797,0.19680089557590416,1
0.9254915388671299,0.9623501523716718,0.9624395054681011,0.9917665995597719,0.9874330030467457,0.9808065204055759,0.05308981608486057,0.06654978932106512,0
0.9405081292738633,0.9804496003828631,0.9760728991155041,0.840841687500317,0.966499429137126,0.9880394437721904,0.09013666209628446,0.054810238507695154,0
0.9173506645359302,0.9331166611161933,0.973246293669021,0.8412151338851318,0.9081458522678645,0.9399868913958827,0.120100588925565,0.07522294331839202,0
0.9174522451814934,0.9983340021960093,0.9546887531947114,0.9050002131468717,0.9841737344968359,0.9950699850282053,0.12853945440604694,0.013174966746367468,0
0.9340807812798202,0.920650569757899,0.997581041192897,0.8976394055642988,0.9305442455364593,0.9636364792568269,0.12127022900993299,0.04158401951881772,0
0.9314003780549632,0.929244943426176,0.9683495427761996,0.9876400193969055,0.9263127405393687,0.9761903591330788,0.03103833311195763,0.012373629972736944,0
0.589523725725586,0.894072327495703,0.9425276523395264,0.407668308144552,0.9654221898940698,0.8133220689541227,0.0872465117373676,0.00891577287266021,1
0.9520354960325161,0.9767291954283863,0.9633673652647845,0.9180222510194089,0.9704887270438061,0.9109014344921433,0.041074996707617606,0.07084992140766568,0
0.8783572647677242,0.6942907142476025,0.8901579750466744,0.9433571753785409,0.5760395339307202,0.811163160173396,0.08770140088196746,0.1417907831760998,1
0.9250669545926902,0.9443999733946582,0.965421470443415,0.886729723706603,0.9108093795377609,0.9550051620687471,0.10050973515352327,0.06951087173172536,0
0.9369998364318961,0.9119230824213155,0.9800590383813941,0.9968526826589852,0.975121664345564,0.9912096119899055,0.16530629761729546,0.06500166833913186,0
